Dataset(id='mmarco/fr/dev/small', provides=['docs', 'queries', 'qrels', 'scoreddocs'])
TrecQrel(query_id='300674', doc_id='7067032', relevance=1, iteration='0')
TrecQrel(query_id='293992', doc_id='2790193', relevance=1, iteration='0')
TrecQrel(query_id='196232', doc_id='7072326', relevance=1, iteration='0')
TrecQrel(query_id='352818', doc_id='7072358', relevance=1, iteration='0')
TrecQrel(query_id='45924', doc_id='5167800', relevance=1, iteration='0')
TrecQrel(query_id='45924', doc_id='7072691', relevance=1, iteration='0')
TrecQrel(query_id='208145', doc_id='7072838', relevance=1, iteration='0')
TrecQrel(query_id='208145', doc_id='7072843', relevance=1, iteration='0')
TrecQrel(query_id='79891', doc_id='7073211', relevance=1, iteration='0')
TrecQrel(query_id='208494', doc_id='7073272', relevance=1, iteration='0')
TrecQrel(query_id='319564', doc_id='7073381', relevance=1, iteration='0')
TrecQrel(query_id='155234', doc_id='502713', relevance=1, iteration='0')
TrecQrel(query_id='14151', doc_id='7073772', relevance=1, iteration='0')
TrecQrel(query_id='67802', doc_id='7074071', relevance=1, iteration='0')
TrecQrel(query_id='1090184', doc_id='7074235', relevance=1, iteration='0')
TrecQrel(query_id='323382', doc_id='4778293', relevance=1, iteration='0')
TrecQrel(query_id='323998', doc_id='7074377', relevance=1, iteration='0')
TrecQrel(query_id='91711', doc_id='1956185', relevance=1, iteration='0')
TrecQrel(query_id='125898', doc_id='7074710', relevance=1, iteration='0')
TrecQrel(query_id='289812', doc_id='262205', relevance=1, iteration='0')
TrecQrel(query_id='333486', doc_id='7075218', relevance=1, iteration='0')
TrecQrel(query_id='1090171', doc_id='7075317', relevance=1, iteration='0')
TrecQrel(query_id='73257', doc_id='7075398', relevance=1, iteration='0')
TrecQrel(query_id='1090170', doc_id='7075411', relevance=1, iteration='0')
TrecQrel(query_id='237373', doc_id='7075449', relevance=1, iteration='0')
TrecQrel(query_id='127876', doc_id='7075540', relevance=1, iteration='0')
TrecQrel(query_id='85095', doc_id='430598', relevance=1, iteration='0')
TrecQrel(query_id='1090165', doc_id='7075801', relevance=1, iteration='0')
TrecQrel(query_id='259417', doc_id='7075870', relevance=1, iteration='0')
TrecQrel(query_id='1101271', doc_id='7075989', relevance=1, iteration='0')
TrecQrel(query_id='281930', doc_id='7076058', relevance=1, iteration='0')
TrecQrel(query_id='205107', doc_id='3489272', relevance=1, iteration='0')
TrecQrel(query_id='205107', doc_id='7076253', relevance=1, iteration='0')
TrecQrel(query_id='307118', doc_id='7076536', relevance=1, iteration='0')
TrecQrel(query_id='87019', doc_id='7076754', relevance=1, iteration='0')
TrecQrel(query_id='335710', doc_id='7076765', relevance=1, iteration='0')
TrecQrel(query_id='127984', doc_id='7076927', relevance=1, iteration='0')
TrecQrel(query_id='1090151', doc_id='3624309', relevance=1, iteration='0')
TrecQrel(query_id='46711', doc_id='7077382', relevance=1, iteration='0')
TrecQrel(query_id='1090146', doc_id='7077624', relevance=1, iteration='0')
TrecQrel(query_id='1090132', doc_id='7078051', relevance=1, iteration='0')
TrecQrel(query_id='1090115', doc_id='7078204', relevance=1, iteration='0')
TrecQrel(query_id='1090110', doc_id='7078250', relevance=1, iteration='0')
TrecQrel(query_id='1090107', doc_id='7078279', relevance=1, iteration='0')
TrecQrel(query_id='1090102', doc_id='7078336', relevance=1, iteration='0')
TrecQrel(query_id='1090100', doc_id='7078350', relevance=1, iteration='0')
TrecQrel(query_id='1090086', doc_id='7078525', relevance=1, iteration='0')
TrecQrel(query_id='1090077', doc_id='7078615', relevance=1, iteration='0')
TrecQrel(query_id='1090072', doc_id='7078672', relevance=1, iteration='0')
TrecQrel(query_id='1090063', doc_id='7078754', relevance=1, iteration='0')
TrecQrel(query_id='1090054', doc_id='7078842', relevance=1, iteration='0')
TrecQrel(query_id='1090043', doc_id='7078956', relevance=1, iteration='0')
TrecQrel(query_id='1101259', doc_id='7078991', relevance=1, iteration='0')
TrecQrel(query_id='1090029', doc_id='7079065', relevance=1, iteration='0')
TrecQrel(query_id='1090029', doc_id='7079067', relevance=1, iteration='0')
TrecQrel(query_id='1089983', doc_id='7079501', relevance=1, iteration='0')
TrecQrel(query_id='1089966', doc_id='7079658', relevance=1, iteration='0')
TrecQrel(query_id='1089964', doc_id='7079676', relevance=1, iteration='0')
TrecQrel(query_id='1089945', doc_id='7079883', relevance=1, iteration='0')
TrecQrel(query_id='1089940', doc_id='7079948', relevance=1, iteration='0')
TrecQrel(query_id='1089925', doc_id='7080091', relevance=1, iteration='0')
TrecQrel(query_id='1089906', doc_id='7080202', relevance=1, iteration='0')
TrecQrel(query_id='1089896', doc_id='7080300', relevance=1, iteration='0')
TrecQrel(query_id='1101236', doc_id='7080466', relevance=1, iteration='0')
TrecQrel(query_id='1089868', doc_id='7080589', relevance=1, iteration='0')
TrecQrel(query_id='1089846', doc_id='7080803', relevance=1, iteration='0')
TrecQrel(query_id='1089832', doc_id='7080937', relevance=1, iteration='0')
TrecQrel(query_id='1089810', doc_id='7081127', relevance=1, iteration='0')
TrecQrel(query_id='1101228', doc_id='7081141', relevance=1, iteration='0')
TrecQrel(query_id='1089805', doc_id='7081193', relevance=1, iteration='0')
TrecQrel(query_id='1089804', doc_id='7081198', relevance=1, iteration='0')
TrecQrel(query_id='1089787', doc_id='7081382', relevance=1, iteration='0')
TrecQrel(query_id='1089776', doc_id='7081482', relevance=1, iteration='0')
TrecQrel(query_id='1089763', doc_id='7081592', relevance=1, iteration='0')
TrecQrel(query_id='1089760', doc_id='7081626', relevance=1, iteration='0')
TrecQrel(query_id='1089750', doc_id='7081741', relevance=1, iteration='0')
TrecQrel(query_id='1089727', doc_id='7081948', relevance=1, iteration='0')
TrecQrel(query_id='1089719', doc_id='7082006', relevance=1, iteration='0')
TrecQrel(query_id='1089706', doc_id='7082136', relevance=1, iteration='0')
TrecQrel(query_id='1089696', doc_id='7082229', relevance=1, iteration='0')
TrecQrel(query_id='1089693', doc_id='7082281', relevance=1, iteration='0')
TrecQrel(query_id='1089691', doc_id='7082303', relevance=1, iteration='0')
TrecQrel(query_id='1089688', doc_id='7082331', relevance=1, iteration='0')
TrecQrel(query_id='1089683', doc_id='7082390', relevance=1, iteration='0')
TrecQrel(query_id='1089678', doc_id='7082454', relevance=1, iteration='0')
TrecQrel(query_id='1089674', doc_id='7082472', relevance=1, iteration='0')
TrecQrel(query_id='1089670', doc_id='4283626', relevance=1, iteration='0')
TrecQrel(query_id='1089656', doc_id='7082678', relevance=1, iteration='0')
TrecQrel(query_id='1101214', doc_id='7082706', relevance=1, iteration='0')
TrecQrel(query_id='1089645', doc_id='7082804', relevance=1, iteration='0')
TrecQrel(query_id='1089639', doc_id='7082876', relevance=1, iteration='0')
TrecQrel(query_id='1101211', doc_id='7083057', relevance=1, iteration='0')
TrecQrel(query_id='1089619', doc_id='7083093', relevance=1, iteration='0')
TrecQrel(query_id='1089597', doc_id='7083329', relevance=1, iteration='0')
TrecQrel(query_id='1089576', doc_id='7083545', relevance=1, iteration='0')
TrecQrel(query_id='1089560', doc_id='7083703', relevance=1, iteration='0')
TrecQrel(query_id='1089558', doc_id='7083723', relevance=1, iteration='0')
TrecQrel(query_id='1089541', doc_id='7083912', relevance=1, iteration='0')
TrecQrel(query_id='1089521', doc_id='7084111', relevance=1, iteration='0')
TrecQrel(query_id='1089511', doc_id='7084213', relevance=1, iteration='0')
TrecQrel(query_id='1089501', doc_id='7084322', relevance=1, iteration='0')
TrecQrel(query_id='1089498', doc_id='7084354', relevance=1, iteration='0')
TrecQrel(query_id='1089469', doc_id='1439346', relevance=1, iteration='0')
TrecQrel(query_id='1089443', doc_id='7084844', relevance=1, iteration='0')
TrecQrel(query_id='1089438', doc_id='7084908', relevance=1, iteration='0')
TrecQrel(query_id='1089434', doc_id='7084934', relevance=1, iteration='0')
TrecQrel(query_id='1089414', doc_id='7085111', relevance=1, iteration='0')
TrecQrel(query_id='1089408', doc_id='7085170', relevance=1, iteration='0')
TrecQrel(query_id='1089406', doc_id='7085194', relevance=1, iteration='0')
TrecQrel(query_id='1089401', doc_id='7085252', relevance=1, iteration='0')
TrecQrel(query_id='1089376', doc_id='7085473', relevance=1, iteration='0')
TrecQrel(query_id='1089355', doc_id='7085726', relevance=1, iteration='0')
TrecQrel(query_id='1089325', doc_id='7086051', relevance=1, iteration='0')
TrecQrel(query_id='1089312', doc_id='7086188', relevance=1, iteration='0')
TrecQrel(query_id='1089293', doc_id='7086354', relevance=1, iteration='0')
TrecQrel(query_id='1089286', doc_id='7086430', relevance=1, iteration='0')
TrecQrel(query_id='1089277', doc_id='7086510', relevance=1, iteration='0')
TrecQrel(query_id='1089277', doc_id='7086512', relevance=1, iteration='0')
TrecQrel(query_id='1089273', doc_id='7086550', relevance=1, iteration='0')
TrecQrel(query_id='1101173', doc_id='7086688', relevance=1, iteration='0')
TrecQrel(query_id='1101172', doc_id='7086809', relevance=1, iteration='0')
TrecQrel(query_id='1089246', doc_id='7086847', relevance=1, iteration='0')
TrecQrel(query_id='1101171', doc_id='7086918', relevance=1, iteration='0')
TrecQrel(query_id='1089214', doc_id='7087159', relevance=1, iteration='0')
TrecQrel(query_id='1089177', doc_id='7087481', relevance=1, iteration='0')
TrecQrel(query_id='1089167', doc_id='7087585', relevance=1, iteration='0')
TrecQrel(query_id='1089167', doc_id='7087589', relevance=1, iteration='0')
TrecQrel(query_id='1089164', doc_id='7087616', relevance=1, iteration='0')
TrecQrel(query_id='1089158', doc_id='7087671', relevance=1, iteration='0')
TrecQrel(query_id='1089156', doc_id='7087695', relevance=1, iteration='0')
TrecQrel(query_id='1089143', doc_id='7087829', relevance=1, iteration='0')
TrecQrel(query_id='1089121', doc_id='7088053', relevance=1, iteration='0')
TrecQrel(query_id='1089093', doc_id='7088254', relevance=1, iteration='0')
TrecQrel(query_id='1089085', doc_id='7088329', relevance=1, iteration='0')
TrecQrel(query_id='1089071', doc_id='2589472', relevance=1, iteration='0')
TrecQrel(query_id='1089051', doc_id='7088654', relevance=1, iteration='0')
TrecQrel(query_id='1089044', doc_id='7088720', relevance=1, iteration='0')
TrecQrel(query_id='1089043', doc_id='7088735', relevance=1, iteration='0')
TrecQrel(query_id='1089036', doc_id='7088809', relevance=1, iteration='0')
TrecQrel(query_id='1089036', doc_id='7088813', relevance=1, iteration='0')
TrecQrel(query_id='1089027', doc_id='7088895', relevance=1, iteration='0')
TrecQrel(query_id='1089026', doc_id='7088908', relevance=1, iteration='0')
TrecQrel(query_id='1089022', doc_id='7088918', relevance=1, iteration='0')
TrecQrel(query_id='1089021', doc_id='7088930', relevance=1, iteration='0')
TrecQrel(query_id='1089002', doc_id='7089124', relevance=1, iteration='0')
TrecQrel(query_id='1089001', doc_id='7089128', relevance=1, iteration='0')
TrecQrel(query_id='1088993', doc_id='7089215', relevance=1, iteration='0')
TrecQrel(query_id='1088987', doc_id='1133215', relevance=1, iteration='0')
TrecQrel(query_id='1088973', doc_id='7089413', relevance=1, iteration='0')
TrecQrel(query_id='1088960', doc_id='7089522', relevance=1, iteration='0')
TrecQrel(query_id='1088958', doc_id='7089538', relevance=1, iteration='0')
TrecQrel(query_id='1088947', doc_id='7089653', relevance=1, iteration='0')
TrecQrel(query_id='1088938', doc_id='7089760', relevance=1, iteration='0')
TrecQrel(query_id='1088928', doc_id='7089861', relevance=1, iteration='0')
TrecQrel(query_id='1088915', doc_id='7090002', relevance=1, iteration='0')
TrecQrel(query_id='1088903', doc_id='7090090', relevance=1, iteration='0')
TrecQrel(query_id='1088889', doc_id='7090228', relevance=1, iteration='0')
TrecQrel(query_id='1088884', doc_id='7090265', relevance=1, iteration='0')
TrecQrel(query_id='1088875', doc_id='4428447', relevance=1, iteration='0')
TrecQrel(query_id='1088869', doc_id='7090442', relevance=1, iteration='0')
TrecQrel(query_id='1088856', doc_id='7090589', relevance=1, iteration='0')
TrecQrel(query_id='1088845', doc_id='7090685', relevance=1, iteration='0')
TrecQrel(query_id='1088832', doc_id='5279465', relevance=1, iteration='0')
TrecQrel(query_id='1088816', doc_id='7090963', relevance=1, iteration='0')
TrecQrel(query_id='1088800', doc_id='7091089', relevance=1, iteration='0')
TrecQrel(query_id='1101131', doc_id='7091104', relevance=1, iteration='0')
TrecQrel(query_id='1102300', doc_id='7091331', relevance=1, iteration='0')
TrecQrel(query_id='1088758', doc_id='7091499', relevance=1, iteration='0')
TrecQrel(query_id='1088742', doc_id='7091657', relevance=1, iteration='0')
TrecQrel(query_id='1088734', doc_id='1376394', relevance=1, iteration='0')
TrecQrel(query_id='1088718', doc_id='7091832', relevance=1, iteration='0')
TrecQrel(query_id='1088715', doc_id='7091855', relevance=1, iteration='0')
TrecQrel(query_id='1088693', doc_id='7092036', relevance=1, iteration='0')
TrecQrel(query_id='1101121', doc_id='7092053', relevance=1, iteration='0')
TrecQrel(query_id='1088685', doc_id='7092126', relevance=1, iteration='0')
TrecQrel(query_id='1088658', doc_id='7092272', relevance=1, iteration='0')
TrecQrel(query_id='1088658', doc_id='7092278', relevance=1, iteration='0')
TrecQrel(query_id='1088653', doc_id='7092301', relevance=1, iteration='0')
TrecQrel(query_id='1088648', doc_id='7092353', relevance=1, iteration='0')
TrecQrel(query_id='1088628', doc_id='7092485', relevance=1, iteration='0')
TrecQrel(query_id='1088606', doc_id='7092563', relevance=1, iteration='0')
TrecQrel(query_id='1101110', doc_id='2309607', relevance=1, iteration='0')
TrecQrel(query_id='1088541', doc_id='7092963', relevance=1, iteration='0')
TrecQrel(query_id='1088539', doc_id='7092969', relevance=1, iteration='0')
TrecQrel(query_id='1088515', doc_id='7093089', relevance=1, iteration='0')
TrecQrel(query_id='1088512', doc_id='7093109', relevance=1, iteration='0')
TrecQrel(query_id='1088510', doc_id='7093135', relevance=1, iteration='0')
TrecQrel(query_id='1088502', doc_id='7093179', relevance=1, iteration='0')
TrecQrel(query_id='1088475', doc_id='7093296', relevance=1, iteration='0')
TrecQrel(query_id='1088475', doc_id='7093297', relevance=1, iteration='0')
TrecQrel(query_id='1088453', doc_id='7093487', relevance=1, iteration='0')
TrecQrel(query_id='1101090', doc_id='7093515', relevance=1, iteration='0')
TrecQrel(query_id='1088444', doc_id='7093554', relevance=1, iteration='0')
TrecQrel(query_id='1088437', doc_id='7093592', relevance=1, iteration='0')
TrecQrel(query_id='1088434', doc_id='7093624', relevance=1, iteration='0')
TrecQrel(query_id='1101088', doc_id='7093680', relevance=1, iteration='0')
TrecQrel(query_id='1088379', doc_id='7093987', relevance=1, iteration='0')
TrecQrel(query_id='1088358', doc_id='7094182', relevance=1, iteration='0')
TrecQrel(query_id='1088349', doc_id='7094260', relevance=1, iteration='0')
TrecQrel(query_id='1088347', doc_id='7094280', relevance=1, iteration='0')
TrecQrel(query_id='1088332', doc_id='7094398', relevance=1, iteration='0')
TrecQrel(query_id='1088311', doc_id='7094511', relevance=1, iteration='0')
TrecQrel(query_id='1088309', doc_id='7094524', relevance=1, iteration='0')
TrecQrel(query_id='1088302', doc_id='7094591', relevance=1, iteration='0')
TrecQrel(query_id='1088302', doc_id='7094594', relevance=1, iteration='0')
TrecQrel(query_id='1088254', doc_id='7095006', relevance=1, iteration='0')
TrecQrel(query_id='1088252', doc_id='7095016', relevance=1, iteration='0')
TrecQrel(query_id='1088221', doc_id='7095129', relevance=1, iteration='0')
TrecQrel(query_id='1088211', doc_id='7095212', relevance=1, iteration='0')
TrecQrel(query_id='1088210', doc_id='7095217', relevance=1, iteration='0')
TrecQrel(query_id='1088209', doc_id='7095230', relevance=1, iteration='0')
TrecQrel(query_id='1088164', doc_id='7095519', relevance=1, iteration='0')
TrecQrel(query_id='1088153', doc_id='7095568', relevance=1, iteration='0')
TrecQrel(query_id='1088138', doc_id='7095660', relevance=1, iteration='0')
TrecQrel(query_id='1101055', doc_id='7096426', relevance=1, iteration='0')
TrecQrel(query_id='1088043', doc_id='7096464', relevance=1, iteration='0')
TrecQrel(query_id='1087999', doc_id='7096873', relevance=1, iteration='0')
TrecQrel(query_id='1087969', doc_id='7097061', relevance=1, iteration='0')
TrecQrel(query_id='1087967', doc_id='7097083', relevance=1, iteration='0')
TrecQrel(query_id='1087959', doc_id='7097165', relevance=1, iteration='0')
TrecQrel(query_id='1101048', doc_id='112313', relevance=1, iteration='0')
TrecQrel(query_id='1087915', doc_id='7097570', relevance=1, iteration='0')
TrecQrel(query_id='1087911', doc_id='7097636', relevance=1, iteration='0')
TrecQrel(query_id='1101044', doc_id='7097656', relevance=1, iteration='0')
TrecQrel(query_id='1087904', doc_id='7097707', relevance=1, iteration='0')
TrecQrel(query_id='1087870', doc_id='7098048', relevance=1, iteration='0')
TrecQrel(query_id='1087869', doc_id='7098058', relevance=1, iteration='0')
TrecQrel(query_id='1087858', doc_id='7098181', relevance=1, iteration='0')
TrecQrel(query_id='1087848', doc_id='7098298', relevance=1, iteration='0')
TrecQrel(query_id='1087835', doc_id='7098433', relevance=1, iteration='0')
TrecQrel(query_id='1087803', doc_id='7098781', relevance=1, iteration='0')
TrecQrel(query_id='1087795', doc_id='7098857', relevance=1, iteration='0')
TrecQrel(query_id='1087774', doc_id='7099045', relevance=1, iteration='0')
TrecQrel(query_id='1087766', doc_id='7099129', relevance=1, iteration='0')
TrecQrel(query_id='1087766', doc_id='7099130', relevance=1, iteration='0')
TrecQrel(query_id='1087764', doc_id='7099149', relevance=1, iteration='0')
TrecQrel(query_id='1087736', doc_id='7099434', relevance=1, iteration='0')
TrecQrel(query_id='1087736', doc_id='2985362', relevance=1, iteration='0')
TrecQrel(query_id='1087735', doc_id='7099448', relevance=1, iteration='0')
TrecQrel(query_id='1087729', doc_id='7099506', relevance=1, iteration='0')
TrecQrel(query_id='1087728', doc_id='7099509', relevance=1, iteration='0')
TrecQrel(query_id='1087727', doc_id='7099522', relevance=1, iteration='0')
TrecQrel(query_id='1087722', doc_id='7099584', relevance=1, iteration='0')
TrecQrel(query_id='1087690', doc_id='7099892', relevance=1, iteration='0')
TrecQrel(query_id='1087687', doc_id='7099935', relevance=1, iteration='0')
TrecQrel(query_id='1087680', doc_id='7099971', relevance=1, iteration='0')
TrecQrel(query_id='1087675', doc_id='7100040', relevance=1, iteration='0')
TrecQrel(query_id='1087634', doc_id='7100317', relevance=1, iteration='0')
TrecQrel(query_id='1101018', doc_id='7100356', relevance=1, iteration='0')
TrecQrel(query_id='1087609', doc_id='7100512', relevance=1, iteration='0')
TrecQrel(query_id='1087604', doc_id='7100555', relevance=1, iteration='0')
TrecQrel(query_id='1087603', doc_id='7100566', relevance=1, iteration='0')
TrecQrel(query_id='1087589', doc_id='7100724', relevance=1, iteration='0')
TrecQrel(query_id='1087589', doc_id='7100726', relevance=1, iteration='0')
TrecQrel(query_id='1087581', doc_id='7100795', relevance=1, iteration='0')
TrecQrel(query_id='1087566', doc_id='7100934', relevance=1, iteration='0')
TrecQrel(query_id='1087556', doc_id='7101044', relevance=1, iteration='0')
TrecQrel(query_id='1087544', doc_id='7101182', relevance=1, iteration='0')
TrecQrel(query_id='1087532', doc_id='7101278', relevance=1, iteration='0')
TrecQrel(query_id='1087514', doc_id='7101448', relevance=1, iteration='0')
TrecQrel(query_id='1087492', doc_id='7101650', relevance=1, iteration='0')
TrecQrel(query_id='1087487', doc_id='7101703', relevance=1, iteration='0')
TrecQrel(query_id='1087486', doc_id='1213268', relevance=1, iteration='0')
TrecQrel(query_id='1087484', doc_id='7101742', relevance=1, iteration='0')
TrecQrel(query_id='1087455', doc_id='7101990', relevance=1, iteration='0')
TrecQrel(query_id='1087435', doc_id='7102127', relevance=1, iteration='0')
TrecQrel(query_id='1087425', doc_id='7102190', relevance=1, iteration='0')
TrecQrel(query_id='1087375', doc_id='7102407', relevance=1, iteration='0')
TrecQrel(query_id='1087375', doc_id='7102408', relevance=1, iteration='0')
TrecQrel(query_id='1087375', doc_id='7102411', relevance=1, iteration='0')
TrecQrel(query_id='1087361', doc_id='7102509', relevance=1, iteration='0')
TrecQrel(query_id='1087351', doc_id='7102627', relevance=1, iteration='0')
TrecQrel(query_id='1087327', doc_id='7102802', relevance=1, iteration='0')
TrecQrel(query_id='1087317', doc_id='7102878', relevance=1, iteration='0')
TrecQrel(query_id='1087309', doc_id='7102914', relevance=1, iteration='0')
TrecQrel(query_id='1087269', doc_id='7103214', relevance=1, iteration='0')
TrecQrel(query_id='1087238', doc_id='7103410', relevance=1, iteration='0')
TrecQrel(query_id='1087226', doc_id='7103529', relevance=1, iteration='0')
TrecQrel(query_id='1087215', doc_id='7103585', relevance=1, iteration='0')
TrecQrel(query_id='1100986', doc_id='7103622', relevance=1, iteration='0')
TrecQrel(query_id='1087204', doc_id='7103700', relevance=1, iteration='0')
TrecQrel(query_id='1087186', doc_id='7103895', relevance=1, iteration='0')
TrecQrel(query_id='1087185', doc_id='7103898', relevance=1, iteration='0')
TrecQrel(query_id='1087173', doc_id='7104007', relevance=1, iteration='0')
TrecQrel(query_id='1087171', doc_id='7104024', relevance=1, iteration='0')
TrecQrel(query_id='1100980', doc_id='7104178', relevance=1, iteration='0')
TrecQrel(query_id='1087129', doc_id='7104460', relevance=1, iteration='0')
TrecQrel(query_id='1087126', doc_id='7104483', relevance=1, iteration='0')
TrecQrel(query_id='1087122', doc_id='7104520', relevance=1, iteration='0')
TrecQrel(query_id='1087114', doc_id='4885390', relevance=1, iteration='0')
TrecQrel(query_id='1087105', doc_id='7104678', relevance=1, iteration='0')
TrecQrel(query_id='1087077', doc_id='7104895', relevance=1, iteration='0')
TrecQrel(query_id='1087076', doc_id='7104908', relevance=1, iteration='0')
TrecQrel(query_id='1087074', doc_id='7104929', relevance=1, iteration='0')
TrecQrel(query_id='1087066', doc_id='7105008', relevance=1, iteration='0')
TrecQrel(query_id='1087061', doc_id='7105044', relevance=1, iteration='0')
TrecQrel(query_id='1087050', doc_id='7105163', relevance=1, iteration='0')
TrecQrel(query_id='1087047', doc_id='7105192', relevance=1, iteration='0')
TrecQrel(query_id='1087046', doc_id='7105204', relevance=1, iteration='0')
TrecQrel(query_id='1087042', doc_id='7105250', relevance=1, iteration='0')
TrecQrel(query_id='1087042', doc_id='7105252', relevance=1, iteration='0')
TrecQrel(query_id='1087018', doc_id='7105476', relevance=1, iteration='0')
TrecQrel(query_id='1087014', doc_id='7105513', relevance=1, iteration='0')
TrecQrel(query_id='1087001', doc_id='7105662', relevance=1, iteration='0')
TrecQrel(query_id='1086976', doc_id='7105825', relevance=1, iteration='0')
TrecQrel(query_id='1086974', doc_id='7105842', relevance=1, iteration='0')
TrecQrel(query_id='1086942', doc_id='7106131', relevance=1, iteration='0')
TrecQrel(query_id='1086933', doc_id='5529138', relevance=1, iteration='0')
TrecQrel(query_id='1086928', doc_id='7106218', relevance=1, iteration='0')
TrecQrel(query_id='1086927', doc_id='7106232', relevance=1, iteration='0')
TrecQrel(query_id='1086917', doc_id='7106343', relevance=1, iteration='0')
TrecQrel(query_id='1086915', doc_id='7106361', relevance=1, iteration='0')
TrecQrel(query_id='1086893', doc_id='7106567', relevance=1, iteration='0')
TrecQrel(query_id='1086886', doc_id='7106635', relevance=1, iteration='0')
TrecQrel(query_id='1086883', doc_id='3098712', relevance=1, iteration='0')
TrecQrel(query_id='1086874', doc_id='7106746', relevance=1, iteration='0')
TrecQrel(query_id='1086860', doc_id='7106893', relevance=1, iteration='0')
TrecQrel(query_id='1086855', doc_id='7106946', relevance=1, iteration='0')
TrecQrel(query_id='1086836', doc_id='7107100', relevance=1, iteration='0')
TrecQrel(query_id='1086834', doc_id='7107115', relevance=1, iteration='0')
TrecQrel(query_id='1086765', doc_id='7107525', relevance=1, iteration='0')
TrecQrel(query_id='1086760', doc_id='7107568', relevance=1, iteration='0')
TrecQrel(query_id='1086715', doc_id='7107910', relevance=1, iteration='0')
TrecQrel(query_id='1086713', doc_id='7107937', relevance=1, iteration='0')
TrecQrel(query_id='1100937', doc_id='369396', relevance=1, iteration='0')
TrecQrel(query_id='1086708', doc_id='7107986', relevance=1, iteration='0')
TrecQrel(query_id='1086701', doc_id='7108051', relevance=1, iteration='0')
TrecQrel(query_id='1086693', doc_id='7108115', relevance=1, iteration='0')
TrecQrel(query_id='1086681', doc_id='7108236', relevance=1, iteration='0')
TrecQrel(query_id='1086679', doc_id='7108247', relevance=1, iteration='0')
TrecQrel(query_id='1086675', doc_id='7108284', relevance=1, iteration='0')
TrecQrel(query_id='1100933', doc_id='7108413', relevance=1, iteration='0')
TrecQrel(query_id='1086637', doc_id='7108466', relevance=1, iteration='0')
TrecQrel(query_id='1086628', doc_id='7108534', relevance=1, iteration='0')
TrecQrel(query_id='1100930', doc_id='7108747', relevance=1, iteration='0')
TrecQrel(query_id='1086595', doc_id='7108813', relevance=1, iteration='0')
TrecQrel(query_id='1086594', doc_id='7108821', relevance=1, iteration='0')
TrecQrel(query_id='1086581', doc_id='7108916', relevance=1, iteration='0')
TrecQrel(query_id='1086575', doc_id='7108969', relevance=1, iteration='0')
TrecQrel(query_id='1086565', doc_id='7109051', relevance=1, iteration='0')
TrecQrel(query_id='1086555', doc_id='7109165', relevance=1, iteration='0')
TrecQrel(query_id='1086532', doc_id='7109416', relevance=1, iteration='0')
TrecQrel(query_id='1086498', doc_id='7109634', relevance=1, iteration='0')
TrecQrel(query_id='1086491', doc_id='7109677', relevance=1, iteration='0')
TrecQrel(query_id='1086477', doc_id='7109836', relevance=1, iteration='0')
TrecQrel(query_id='1100919', doc_id='7109889', relevance=1, iteration='0')
